customer_id,gender,age,region,signup_date
72,Female,31,Mombasa,25/11/2023
73,Male,21,Nairobi,23/07/2024
74,Female,47,Kisumu,01/07/2024
75,Male,48,Kisumu,27/05/2022
76,Female,55,Mombasa,06/11/2023
77,Female,28,Nakuru,18/11/2023
78,Female,52,Nakuru,17/08/2024
79,Male,25,Mombasa,17/11/2023
80,Female,20,Nakuru,01/05/2022
81,Male,31,Eldoret,23/02/2023
82,Female,30,Nakuru,16/12/2022
83,Male,62,Nakuru,11/02/2022
84,Female,49,Nakuru,29/01/2022
85,Male,51,Eldoret,23/08/2024
86,Male,62,Nakuru,24/02/2024
87,Female,36,Eldoret,14/01/2022
88,Male,55,Mombasa,08/07/2024
89,Female,33,Nairobi,28/03/2024
90,Female,19,Mombasa,04/04/2024
91,Female,57,Nairobi,21/05/2024
92,Female,34,Mombasa,22/10/2022
93,Female,51,Nairobi,13/05/2024
94,Female,59,Nairobi,02/07/2023
95,Female,33,Kisumu,26/11/2024
96,Female,55,Nairobi,04/10/2024
97,Female,19,Nairobi,03/11/2024
98,Female,19,Kisumu,27/09/2023
99,Female,43,Nakuru,18/08/2023
100,Male,30,Nakuru,06/09/2023
101,Male,64,Kisumu,11/11/2024
102,Female,48,Eldoret,10/04/2023
103,Female,51,Nairobi,12/08/2024
104,Female,56,Nairobi,18/07/2024
105,Female,20,Kisumu,09/03/2024
106,Female,25,Kisumu,30/01/2023
107,Female,40,Eldoret,03/09/2022
108,Female,31,Nakuru,22/07/2023
109,Female,44,Mombasa,07/02/2022
110,Male,46,Nakuru,02/09/2022
111,Female,56,Nairobi,21/01/2022
112,Male,56,Kisumu,29/01/2023
113,Female,18,Eldoret,13/09/2024
114,Female,34,Nakuru,08/01/2022
115,Male,58,Eldoret,24/11/2022
116,Female,47,Nakuru,17/10/2022
117,Male,30,Nairobi,26/05/2023
118,Female,38,Mombasa,30/06/2024
119,Female,36,Eldoret,27/12/2022
120,Male,36,Eldoret,17/12/2023
121,Female,42,Mombasa,07/08/2022
122,Male,39,Eldoret,10/02/2023
123,Female,48,Eldoret,23/01/2024
124,Male,34,Nakuru,11/07/2024
125,Male,40,Nakuru,11/04/2024
126,Female,49,Mombasa,04/03/2024
127,Female,27,Nairobi,18/08/2023
128,Male,27,Eldoret,17/04/2022
129,Female,53,Nairobi,04/08/2023
130,Female,25,Mombasa,01/09/2023
131,Female,37,Mombasa,08/01/2022
132,Male,49,Nakuru,16/03/2024
133,Male,31,Eldoret,08/07/2022
134,Male,45,Kisumu,22/03/2022
135,Male,63,Mombasa,18/04/2022
136,Male,41,Eldoret,17/11/2023
137,Male,32,Nairobi,12/12/2022
138,Male,39,Nakuru,24/11/2022
139,Male,47,Nairobi,09/07/2023
140,Male,21,Mombasa,29/10/2022
141,Female,30,Mombasa,19/07/2022
142,Male,40,Nairobi,11/06/2024
143,Female,25,Mombasa,28/11/2024
144,Female,35,Eldoret,03/11/2022
145,Female,29,Mombasa,24/10/2024
146,Male,48,Nakuru,13/04/2023
147,Male,31,Eldoret,28/06/2022
148,Male,51,Kisumu,07/10/2023
149,Male,35,Mombasa,03/10/2022
150,Female,51,Mombasa,13/09/2023
151,Male,28,Nakuru,30/09/2023
152,Male,58,Nakuru,18/07/2024
153,Male,29,Nairobi,02/07/2022
154,Male,32,Nairobi,13/03/2022
155,Male,48,Nairobi,20/12/2023
156,Female,46,Nakuru,27/12/2023
157,Male,43,Nairobi,26/09/2022
158,Female,35,Nairobi,09/11/2024
159,Male,49,Kisumu,01/08/2023
160,Female,39,Nairobi,21/09/2024
161,Male,55,Mombasa,25/03/2024
162,Male,34,Nakuru,27/05/2022
163,Female,40,Eldoret,08/06/2024
164,Female,41,Kisumu,06/11/2022
165,Female,25,Nakuru,02/06/2023
166,Male,58,Nakuru,14/01/2022
167,Female,23,Mombasa,12/05/2022
168,Male,22,Nairobi,25/01/2024
169,Male,61,Mombasa,15/03/2023
170,Female,46,Nairobi,13/01/2024
171,Female,45,Nairobi,10/01/2024
172,Male,28,Nakuru,05/03/2024
173,Male,18,Nairobi,20/09/2022
174,Female,60,Kisumu,05/10/2023
175,Female,36,Kisumu,15/09/2022
176,Female,26,Kisumu,13/02/2023
177,Male,44,Nakuru,01/09/2024
178,Male,51,Mombasa,13/11/2024
179,Male,61,Eldoret,28/09/2022
180,Male,21,Nairobi,22/05/2022
181,Male,53,Eldoret,20/06/2024
182,Male,35,Mombasa,31/08/2024
183,Female,32,Mombasa,01/10/2022
184,Male,30,Nakuru,03/10/2022
185,Male,36,Kisumu,10/04/2023
186,Male,23,Kisumu,28/11/2024
187,Female,29,Mombasa,15/10/2022
188,Male,54,Nakuru,25/05/2024
189,Male,34,Nakuru,27/05/2024
190,Female,40,Nairobi,29/06/2022
191,Male,43,Kisumu,23/03/2023
192,Male,46,Mombasa,24/02/2024
193,Male,50,Eldoret,15/07/2023
194,Male,44,Kisumu,29/04/2023
195,Male,42,Nairobi,28/04/2024
196,Female,27,Nakuru,23/12/2023
197,Female,64,Mombasa,26/04/2022
198,Female,40,Kisumu,19/06/2023
199,Male,38,Eldoret,11/02/2023
200,Male,38,Nairobi,25/11/2023
201,Male,60,Nairobi,10/05/2023
202,Female,30,Kisumu,05/08/2024
203,Male,54,Eldoret,23/01/2022
204,Male,50,Nairobi,12/07/2023
205,Female,41,Mombasa,29/07/2024
206,Male,61,Nairobi,04/05/2024
207,Female,28,Eldoret,04/11/2024
208,Female,34,Nakuru,09/06/2024
209,Female,21,Nakuru,19/03/2022
210,Male,64,Kisumu,17/03/2024
211,Male,42,Eldoret,07/11/2024
212,Male,47,Nairobi,07/02/2024
213,Male,26,Nairobi,30/03/2023
214,Male,38,Nakuru,16/07/2024
215,Male,37,Nakuru,04/10/2022
216,Male,36,Mombasa,16/11/2024
217,Female,36,Nakuru,29/05/2023
218,Male,29,Mombasa,09/04/2023
219,Female,54,Nairobi,17/03/2024
220,Male,59,Mombasa,03/04/2024
221,Male,34,Mombasa,29/12/2022
222,Male,54,Kisumu,21/01/2024
223,Female,56,Nakuru,09/06/2023
224,Female,45,Mombasa,25/02/2022
225,Female,58,Nairobi,04/05/2023
226,Female,52,Eldoret,17/11/2024
227,Male,64,Mombasa,23/12/2023
228,Female,35,Nakuru,10/02/2022
229,Male,31,Kisumu,30/09/2024
230,Male,52,Nairobi,17/09/2022
231,Female,61,Kisumu,17/03/2023
232,Female,58,Eldoret,14/07/2024
233,Female,24,Mombasa,05/05/2024
234,Female,58,Mombasa,25/03/2022
235,Female,30,Nakuru,15/02/2022
236,Female,35,Mombasa,16/03/2023
237,Female,54,Nairobi,12/09/2024
238,Female,30,Eldoret,16/05/2022
239,Male,53,Kisumu,27/06/2024
240,Female,48,Eldoret,10/05/2024
241,Female,19,Mombasa,27/02/2024
242,Male,33,Kisumu,13/08/2023
243,Female,26,Nakuru,13/08/2024
244,Male,26,Eldoret,21/11/2023
245,Male,55,Kisumu,23/06/2023
246,Female,28,Kisumu,09/12/2023
247,Male,39,Kisumu,22/10/2022
248,Male,50,Nairobi,22/02/2022
249,Male,53,Eldoret,16/03/2024
250,Male,62,Kisumu,21/02/2022
251,Female,40,Eldoret,29/12/2023
252,Male,62,Kisumu,13/03/2022
253,Female,62,Nakuru,28/01/2022
254,Male,51,Nakuru,14/04/2023
255,Male,26,Nakuru,03/02/2024
256,Male,41,Mombasa,04/06/2024
257,Male,25,Kisumu,30/06/2024
258,Female,24,Mombasa,01/07/2023
259,Female,53,Eldoret,20/07/2022
260,Male,35,Mombasa,30/03/2024
261,Male,20,Eldoret,14/07/2023
262,Female,45,Eldoret,14/01/2023
263,Male,23,Eldoret,11/12/2024
264,Male,61,Mombasa,20/03/2022
265,Male,61,Kisumu,13/04/2024
266,Female,38,Mombasa,28/10/2024
267,Female,45,Kisumu,25/01/2022
268,Female,57,Kisumu,26/03/2023
269,Male,18,Eldoret,07/02/2024
270,Male,53,Mombasa,25/01/2024
271,Female,38,Kisumu,17/07/2022
272,Female,60,Nakuru,13/03/2023
273,Female,52,Kisumu,21/11/2023
274,Female,30,Nakuru,10/08/2023
275,Male,27,Mombasa,14/04/2022
276,Female,61,Mombasa,19/09/2023
277,Male,64,Mombasa,28/11/2024
278,Female,27,Kisumu,03/04/2023
279,Male,63,Nairobi,30/12/2022
280,Female,30,Kisumu,15/05/2022
281,Female,54,Kisumu,09/01/2023
282,Female,55,Eldoret,08/02/2022
283,Female,41,Eldoret,29/03/2024
284,Male,19,Kisumu,16/02/2022
285,Female,39,Nakuru,05/02/2022
286,Male,34,Eldoret,05/04/2022
287,Male,53,Kisumu,11/09/2024
288,Male,31,Nairobi,03/01/2023
289,Male,27,Nakuru,06/03/2022
290,Female,52,Mombasa,24/01/2024
291,Male,42,Kisumu,26/03/2024
292,Male,20,Kisumu,26/01/2024
293,Male,64,Nakuru,30/06/2022
294,Female,55,Eldoret,20/08/2023
295,Female,34,Eldoret,26/02/2024
296,Female,29,Eldoret,19/09/2023
297,Female,41,Mombasa,08/09/2023
298,Male,46,Nakuru,22/04/2022
299,Male,60,Nakuru,29/03/2023
300,Female,42,Eldoret,26/01/2024
301,Male,53,Eldoret,07/08/2023
302,Male,43,Nairobi,19/05/2022
303,Male,55,Nairobi,19/08/2022
304,Female,18,Kisumu,10/09/2024
305,Female,37,Kisumu,10/09/2022
306,Male,45,Nakuru,15/07/2023
307,Female,33,Nakuru,13/03/2022
308,Female,64,Mombasa,10/08/2022
309,Female,34,Mombasa,03/03/2022
310,Female,57,Nairobi,16/03/2024
311,Female,45,Kisumu,05/05/2022
312,Male,29,Nairobi,11/01/2024
313,Female,44,Nairobi,10/06/2022
314,Male,59,Kisumu,25/06/2023
315,Male,64,Mombasa,18/09/2023
316,Female,47,Kisumu,16/04/2022
317,Male,58,Eldoret,15/02/2024
318,Male,51,Eldoret,02/01/2022
319,Male,54,Eldoret,21/08/2022
320,Female,23,Nakuru,04/01/2023
321,Female,24,Mombasa,03/08/2024
322,Male,49,Mombasa,29/06/2022
323,Female,49,Nakuru,20/10/2022
324,Female,42,Nairobi,07/08/2023
325,Female,50,Eldoret,05/03/2024
326,Female,24,Eldoret,24/06/2022
327,Male,29,Nairobi,03/05/2022
328,Male,33,Kisumu,15/08/2022
329,Female,33,Kisumu,20/03/2023
330,Female,60,Mombasa,04/03/2023
331,Male,53,Nakuru,04/02/2024
332,Male,30,Mombasa,24/09/2023
333,Female,24,Kisumu,06/03/2022
334,Male,53,Nairobi,04/03/2023
335,Female,64,Mombasa,10/09/2023
336,Female,26,Eldoret,13/07/2024
337,Male,49,Eldoret,22/03/2024
338,Male,28,Nairobi,17/04/2022
339,Female,25,Kisumu,21/10/2023
340,Female,50,Eldoret,22/09/2022
341,Male,40,Eldoret,04/06/2022
342,Female,42,Nakuru,02/11/2024
343,Male,25,Mombasa,14/06/2024
344,Female,62,Kisumu,19/09/2024
345,Male,39,Mombasa,02/09/2022
346,Male,21,Kisumu,21/01/2023
347,Male,57,Eldoret,29/01/2024
348,Female,20,Nakuru,18/02/2023
349,Female,46,Mombasa,16/12/2023
350,Male,58,Eldoret,29/01/2024
351,Female,46,Kisumu,17/01/2024
352,Male,51,Mombasa,16/08/2023
353,Male,51,Mombasa,18/04/2024
354,Female,45,Eldoret,16/01/2022
355,Female,30,Mombasa,19/09/2024
356,Male,32,Nakuru,04/12/2024
357,Female,40,Nakuru,13/10/2023
358,Female,61,Eldoret,28/05/2022
359,Male,43,Kisumu,21/12/2022
360,Male,21,Eldoret,04/12/2023
361,Female,43,Nakuru,05/09/2023
362,Male,57,Nairobi,15/04/2022
363,Male,26,Nairobi,31/01/2023
364,Female,22,Mombasa,29/08/2023
365,Male,49,Mombasa,30/04/2024
366,Male,37,Nairobi,18/03/2023
367,Female,28,Nakuru,22/05/2024
368,Female,32,Mombasa,29/10/2023
369,Male,49,Eldoret,17/11/2024
370,Male,45,Eldoret,04/03/2024
371,Female,39,Nakuru,20/04/2023
372,Female,58,Mombasa,20/09/2023
373,Female,34,Eldoret,17/05/2023
374,Female,43,Mombasa,14/12/2022
375,Male,61,Mombasa,14/10/2024
376,Female,24,Eldoret,24/07/2023
377,Female,59,Nairobi,26/11/2023
378,Male,43,Eldoret,26/01/2022
379,Female,42,Nakuru,05/08/2022
380,Male,27,Kisumu,16/04/2024
381,Female,62,Eldoret,13/02/2024
382,Female,36,Mombasa,12/11/2024
383,Female,28,Mombasa,01/11/2023
384,Male,30,Eldoret,19/12/2023
385,Male,25,Kisumu,06/11/2022
386,Female,57,Eldoret,22/08/2023
387,Male,21,Kisumu,24/09/2022
388,Male,64,Kisumu,08/10/2023
389,Male,48,Nakuru,19/10/2024
390,Male,45,Mombasa,26/03/2023
391,Male,28,Mombasa,19/07/2023
392,Male,60,Kisumu,25/11/2024
393,Female,18,Mombasa,28/01/2022
394,Female,64,Nairobi,08/08/2022
395,Male,55,Kisumu,10/02/2023
396,Female,41,Mombasa,28/09/2022
397,Female,64,Nairobi,02/03/2024
398,Female,48,Nakuru,20/08/2024
399,Female,58,Mombasa,13/04/2024
400,Male,63,Nairobi,13/11/2022
401,Female,43,Eldoret,04/12/2022
402,Female,22,Eldoret,17/12/2022
403,Male,37,Nairobi,26/05/2023
404,Male,58,Kisumu,09/06/2023
405,Female,28,Kisumu,07/05/2023
406,Female,50,Mombasa,09/01/2022
407,Female,55,Eldoret,15/07/2023
408,Female,44,Kisumu,16/03/2023
409,Female,51,Kisumu,02/03/2024
410,Female,32,Eldoret,02/02/2022
411,Male,49,Nakuru,12/11/2024
412,Female,38,Kisumu,24/04/2024
413,Female,63,Nairobi,20/07/2023
414,Male,22,Mombasa,18/02/2022
415,Male,23,Kisumu,07/04/2023
416,Male,55,Kisumu,13/08/2023
417,Male,39,Nakuru,02/12/2022
418,Female,35,Nairobi,25/12/2022
419,Female,31,Mombasa,12/12/2022
420,Female,27,Kisumu,12/07/2022
421,Female,63,Mombasa,26/01/2024
422,Female,30,Eldoret,23/04/2023
423,Female,48,Kisumu,07/04/2024
424,Male,47,Kisumu,08/06/2024
425,Female,20,Eldoret,15/10/2023
426,Male,47,Nakuru,12/02/2023
427,Male,23,Kisumu,13/10/2022
428,Female,46,Mombasa,30/04/2024
429,Male,25,Nairobi,21/04/2022
430,Female,61,Mombasa,12/09/2023
431,Male,62,Nakuru,03/03/2024
432,Female,60,Nairobi,19/02/2022
433,Male,61,Mombasa,03/11/2024
434,Female,50,Mombasa,11/08/2023
435,Female,34,Eldoret,19/08/2023
436,Female,28,Nakuru,01/11/2023
437,Female,30,Eldoret,10/11/2022
438,Female,28,Nairobi,29/08/2023
439,Male,48,Eldoret,24/10/2022
440,Male,45,Nakuru,23/07/2023
441,Male,61,Kisumu,11/04/2024
442,Female,23,Kisumu,02/09/2023
443,Male,58,Nairobi,16/01/2022
444,Female,33,Kisumu,13/03/2022
445,Female,21,Eldoret,27/09/2022
446,Male,52,Nairobi,14/10/2022
447,Male,43,Nakuru,07/03/2022
448,Female,29,Nairobi,29/05/2024
449,Male,28,Nairobi,09/03/2022
450,Female,54,Mombasa,14/12/2024
451,Female,42,Mombasa,06/09/2024
452,Female,35,Nairobi,31/08/2024
453,Female,36,Kisumu,23/05/2023
454,Female,40,Mombasa,16/04/2024
455,Male,55,Nakuru,04/06/2024
456,Male,35,Eldoret,04/03/2024
457,Female,43,Mombasa,26/02/2023
458,Female,23,Nairobi,14/02/2024
459,Male,21,Kisumu,23/04/2023
460,Male,61,Eldoret,14/07/2024
461,Female,46,Mombasa,30/04/2022
462,Male,51,Kisumu,03/05/2023
463,Female,34,Kisumu,19/03/2022
464,Male,60,Kisumu,27/11/2024
465,Female,60,Nairobi,17/03/2023
466,Male,33,Nakuru,07/04/2023
467,Female,19,Kisumu,04/09/2023
468,Male,51,Eldoret,05/07/2024
469,Male,25,Mombasa,01/09/2023
470,Female,30,Eldoret,06/01/2022
471,Male,59,Nairobi,12/11/2023
472,Female,25,Nairobi,13/06/2024
473,Male,47,Eldoret,28/09/2022
474,Female,49,Nakuru,21/03/2024
475,Male,53,Nairobi,13/07/2023
476,Female,64,Nairobi,09/04/2022
477,Male,47,Eldoret,10/06/2023
478,Female,18,Nairobi,13/07/2022
479,Male,60,Nakuru,31/01/2023
480,Female,56,Nakuru,09/02/2024
481,Female,34,Nakuru,20/10/2024
482,Female,37,Mombasa,29/05/2024
483,Male,41,Nakuru,15/01/2024
484,Female,39,Nakuru,14/11/2023
485,Male,46,Mombasa,15/01/2022
486,Female,39,Kisumu,03/01/2023
487,Male,61,Nairobi,30/09/2023
488,Female,26,Nakuru,02/05/2024
489,Male,54,Nairobi,01/12/2023
490,Male,27,Eldoret,05/01/2022
491,Female,53,Nairobi,19/08/2022
492,Male,54,Mombasa,08/10/2024
493,Male,45,Nairobi,09/08/2023
494,Female,45,Nairobi,18/06/2022
495,Male,59,Nairobi,31/01/2024
496,Male,60,Kisumu,02/03/2024
497,Male,38,Kisumu,26/09/2024
498,Female,41,Eldoret,01/06/2022
499,Male,59,Mombasa,12/10/2024
500,Female,57,Nairobi,12/08/2022
501,Male,19,Nairobi,19/05/2023
502,Male,25,Nairobi,13/02/2022
503,Male,44,Nairobi,28/11/2023
504,Female,39,Kisumu,19/05/2023
505,Male,54,Eldoret,18/07/2024
506,Male,44,Nakuru,22/04/2024
507,Female,46,Mombasa,17/12/2022
508,Male,20,Nairobi,23/01/2022
509,Female,61,Eldoret,21/08/2023
510,Female,30,Nakuru,02/12/2024
511,Male,62,Eldoret,11/04/2023
512,Female,27,Kisumu,09/02/2022
513,Male,53,Nakuru,30/10/2022
514,Female,26,Eldoret,24/06/2022
515,Female,44,Kisumu,25/09/2024
516,Male,51,Eldoret,13/09/2023
517,Female,18,Eldoret,01/09/2022
518,Female,49,Nakuru,15/04/2024
519,Female,42,Kisumu,07/10/2022
520,Female,46,Nairobi,25/11/2024
521,Female,24,Mombasa,11/07/2023
522,Male,20,Nakuru,16/06/2024
523,Female,37,Kisumu,12/11/2024
524,Male,37,Eldoret,20/12/2023
525,Female,47,Kisumu,20/07/2024
526,Male,52,Mombasa,01/04/2022
527,Male,52,Mombasa,25/01/2023
528,Female,56,Nairobi,04/07/2023
529,Female,44,Nairobi,19/07/2024
530,Female,43,Mombasa,27/11/2024
531,Male,31,Nakuru,03/01/2024
532,Female,34,Nakuru,15/05/2023
533,Male,35,Eldoret,02/12/2024
534,Male,62,Nairobi,20/05/2024
535,Male,46,Eldoret,01/06/2023
536,Female,37,Nairobi,09/03/2022
537,Female,44,Mombasa,03/05/2022
538,Male,35,Nakuru,02/12/2022
539,Male,21,Nakuru,31/08/2024
540,Female,18,Mombasa,18/02/2024
541,Male,18,Eldoret,27/02/2023
542,Female,43,Eldoret,27/07/2024
543,Male,62,Kisumu,14/03/2024
544,Female,37,Nairobi,26/09/2023
545,Male,40,Eldoret,18/12/2024
546,Female,27,Mombasa,06/04/2022
547,Male,28,Eldoret,20/12/2022
548,Female,58,Nakuru,24/08/2024
549,Female,58,Nairobi,11/07/2024
550,Male,22,Kisumu,18/04/2023
551,Male,18,Nairobi,06/03/2023
552,Female,34,Nakuru,01/09/2024
553,Male,39,Nakuru,21/06/2023
554,Female,51,Nakuru,28/03/2022
555,Male,62,Nakuru,19/04/2022
556,Female,58,Mombasa,20/09/2024
557,Female,46,Kisumu,01/04/2024
558,Female,21,Nakuru,25/07/2024
559,Female,22,Nakuru,01/10/2024
560,Female,28,Eldoret,11/10/2023
561,Female,38,Kisumu,10/07/2022
562,Male,52,Nairobi,21/07/2024
563,Male,29,Kisumu,22/05/2022
564,Male,43,Kisumu,19/04/2024
565,Female,36,Kisumu,17/06/2022
566,Female,62,Nakuru,20/07/2023
567,Female,24,Nakuru,14/01/2024
568,Female,64,Mombasa,04/11/2023
569,Male,24,Nairobi,13/05/2024
570,Male,43,Eldoret,18/04/2024
571,Female,57,Kisumu,15/06/2023
572,Male,22,Nairobi,31/08/2024
573,Male,38,Nairobi,16/07/2023
574,Female,31,Mombasa,24/06/2022
575,Male,21,Eldoret,29/10/2022
576,Female,40,Kisumu,04/07/2022
577,Male,59,Eldoret,25/05/2023
578,Female,37,Mombasa,29/03/2024
579,Female,32,Nakuru,05/06/2022
580,Female,62,Nairobi,26/02/2024
581,Female,46,Kisumu,05/03/2024
582,Male,25,Nakuru,08/03/2023
583,Female,58,Mombasa,31/01/2024
584,Female,36,Eldoret,27/05/2022
585,Female,56,Nairobi,26/04/2023
586,Male,63,Kisumu,11/03/2023
587,Female,45,Nakuru,10/03/2022
588,Male,63,Nakuru,24/05/2024
589,Female,44,Nairobi,05/07/2022
590,Male,21,Eldoret,22/06/2024
591,Male,32,Mombasa,13/11/2023
592,Female,52,Eldoret,23/07/2022
593,Male,54,Eldoret,08/07/2023
594,Female,18,Eldoret,13/01/2022
595,Female,20,Nairobi,28/10/2023
596,Female,64,Nairobi,20/02/2022
597,Male,41,Mombasa,15/05/2023
598,Male,44,Eldoret,04/01/2023
599,Female,57,Nairobi,25/12/2023
600,Female,53,Mombasa,23/12/2022
601,Male,51,Mombasa,23/10/2024
602,Female,46,Eldoret,26/04/2024
603,Female,41,Kisumu,13/09/2022
604,Female,41,Eldoret,06/10/2022
605,Male,59,Kisumu,18/12/2024
606,Male,21,Mombasa,22/03/2023
607,Male,20,Nairobi,23/04/2022
608,Female,51,Nakuru,15/04/2024
609,Female,40,Mombasa,25/01/2024
610,Female,40,Nairobi,02/01/2023
611,Male,62,Mombasa,19/12/2024
612,Female,22,Eldoret,25/11/2022
613,Female,48,Kisumu,29/12/2023
614,Female,58,Mombasa,02/10/2024
615,Female,23,Nairobi,21/12/2023
616,Male,54,Eldoret,22/12/2024
617,Male,27,Nakuru,03/07/2022
618,Female,57,Eldoret,19/10/2024
619,Male,24,Kisumu,07/11/2022
620,Male,56,Eldoret,26/06/2022
621,Female,55,Nakuru,26/04/2024
622,Female,38,Nairobi,09/01/2022
623,Male,37,Mombasa,24/08/2022
624,Female,20,Kisumu,11/12/2023
625,Male,39,Nakuru,12/07/2024
626,Female,64,Kisumu,16/11/2023
627,Male,21,Eldoret,04/03/2024
628,Female,45,Kisumu,17/11/2024
629,Male,29,Nakuru,18/03/2024
630,Male,55,Mombasa,27/01/2022
631,Male,53,Mombasa,04/07/2023
632,Female,64,Kisumu,26/03/2022
633,Male,58,Nairobi,19/11/2024
634,Male,22,Kisumu,11/04/2023
635,Female,30,Eldoret,12/01/2022
636,Female,40,Mombasa,09/10/2024
637,Male,47,Mombasa,19/11/2024
638,Male,54,Mombasa,27/11/2024
639,Female,42,Nairobi,26/07/2023
640,Female,44,Nairobi,02/07/2024
641,Female,31,Nakuru,29/06/2022
642,Female,64,Kisumu,07/03/2024
643,Female,53,Kisumu,10/11/2024
644,Male,56,Eldoret,17/03/2023
645,Female,33,Mombasa,05/06/2024
646,Male,39,Nairobi,25/02/2023
647,Male,38,Eldoret,13/04/2023
648,Male,38,Eldoret,14/12/2023
649,Female,25,Nairobi,20/01/2023
650,Male,33,Kisumu,10/11/2022
651,Male,48,Mombasa,10/02/2024
652,Female,59,Kisumu,16/08/2024
653,Male,27,Eldoret,05/07/2024
654,Male,49,Mombasa,23/01/2022
655,Female,51,Nakuru,05/12/2022
656,Male,26,Eldoret,02/04/2024
657,Male,34,Kisumu,01/01/2023
658,Male,28,Kisumu,03/07/2024
659,Female,49,Kisumu,20/04/2023
660,Female,27,Nairobi,27/01/2022
661,Female,39,Eldoret,30/07/2024
662,Male,34,Mombasa,12/03/2024
663,Male,21,Kisumu,11/03/2024
664,Female,64,Kisumu,09/05/2024
665,Male,42,Nairobi,13/05/2024
666,Male,38,Mombasa,21/11/2023
667,Female,54,Eldoret,09/01/2024
668,Female,55,Nakuru,19/02/2023
669,Male,18,Nairobi,08/09/2024
670,Male,42,Eldoret,05/03/2023
671,Male,53,Nakuru,10/02/2022
672,Female,34,Kisumu,23/06/2024
673,Female,58,Kisumu,08/10/2024
674,Female,41,Mombasa,04/12/2023
675,Female,19,Nakuru,20/03/2022
676,Male,57,Kisumu,18/12/2023
677,Female,32,Kisumu,28/06/2023
678,Female,49,Mombasa,19/04/2023
679,Female,56,Eldoret,21/10/2022
680,Female,23,Kisumu,02/09/2023
681,Female,18,Nairobi,16/05/2022
682,Male,64,Nairobi,29/04/2023
683,Male,40,Eldoret,24/03/2024
684,Female,56,Nakuru,09/07/2023
685,Male,34,Mombasa,15/02/2022
686,Female,51,Nairobi,07/12/2024
687,Female,58,Nairobi,17/07/2022
688,Male,46,Eldoret,25/03/2022
689,Male,26,Nakuru,27/06/2023
690,Female,30,Nakuru,12/03/2022
691,Female,23,Eldoret,04/06/2023
692,Female,23,Nairobi,16/06/2024
693,Male,37,Mombasa,01/07/2024
694,Female,20,Nairobi,11/12/2024
695,Female,34,Nakuru,04/12/2024
696,Female,29,Nairobi,20/10/2022
697,Male,64,Mombasa,26/07/2024
698,Female,62,Kisumu,22/03/2024
