order_id,payment_method,payment_status
174,Cash on Delivery,Completed
175,Card,Failed
176,Cash on Delivery,Completed
177,Card,Failed
178,M-Pesa,Completed
179,M-Pesa,Completed
180,M-Pesa,Completed
181,M-Pesa,Completed
182,M-Pesa,Completed
183,M-Pesa,Completed
184,Cash on Delivery,Completed
185,Cash on Delivery,Completed
186,Card,Failed
187,M-Pesa,Completed
188,Cash on Delivery,Completed
189,M-Pesa,Completed
190,Card,Completed
191,Cash on Delivery,Completed
192,M-Pesa,Completed
193,M-Pesa,Completed
194,Card,Completed
195,Cash on Delivery,Completed
196,Card,Completed
197,Card,Completed
198,Card,Completed
199,Cash on Delivery,Completed
200,M-Pesa,Completed
201,M-Pesa,Completed
202,Card,Completed
203,Card,Completed
204,Cash on Delivery,Completed
205,Cash on Delivery,Refunded
206,Cash on Delivery,Completed
207,Cash on Delivery,Completed
208,M-Pesa,Completed
209,Card,Completed
210,Card,Completed
211,Card,Completed
212,Cash on Delivery,Refunded
213,Cash on Delivery,Completed
214,Cash on Delivery,Completed
215,M-Pesa,Failed
216,M-Pesa,Completed
217,Card,Completed
218,Card,Completed
219,Card,Completed
220,Cash on Delivery,Failed
221,M-Pesa,Completed
222,Cash on Delivery,Refunded
223,Card,Completed
224,M-Pesa,Completed
225,Card,Refunded
226,M-Pesa,Failed
227,Card,Completed
228,M-Pesa,Completed
229,Card,Completed
230,Cash on Delivery,Failed
231,Cash on Delivery,Completed
232,M-Pesa,Completed
233,Card,Completed
234,M-Pesa,Completed
235,Cash on Delivery,Completed
236,M-Pesa,Failed
237,Cash on Delivery,Completed
238,M-Pesa,Completed
239,Card,Completed
240,Cash on Delivery,Completed
241,Card,Completed
242,M-Pesa,Completed
243,Card,Completed
244,Card,Completed
245,Card,Completed
246,Card,Completed
247,Card,Completed
248,Cash on Delivery,Completed
249,Cash on Delivery,Completed
250,M-Pesa,Completed
251,M-Pesa,Completed
252,M-Pesa,Completed
253,M-Pesa,Completed
254,Card,Completed
255,Card,Completed
256,Card,Completed
257,M-Pesa,Completed
258,Cash on Delivery,Completed
259,M-Pesa,Completed
260,M-Pesa,Completed
261,Cash on Delivery,Failed
262,Cash on Delivery,Completed
263,Card,Completed
264,M-Pesa,Failed
265,Cash on Delivery,Completed
266,M-Pesa,Refunded
267,M-Pesa,Completed
268,M-Pesa,Completed
269,Cash on Delivery,Completed
270,M-Pesa,Completed
271,M-Pesa,Completed
272,Cash on Delivery,Completed
273,Card,Completed
274,Cash on Delivery,Completed
275,M-Pesa,Completed
276,Card,Completed
277,Cash on Delivery,Completed
278,M-Pesa,Refunded
279,Cash on Delivery,Completed
280,Card,Completed
281,M-Pesa,Completed
282,M-Pesa,Completed
283,M-Pesa,Completed
284,Cash on Delivery,Completed
285,Card,Completed
286,M-Pesa,Completed
287,M-Pesa,Completed
288,Cash on Delivery,Completed
289,M-Pesa,Completed
290,Cash on Delivery,Completed
291,M-Pesa,Completed
292,Card,Completed
293,Cash on Delivery,Completed
294,Cash on Delivery,Failed
295,M-Pesa,Completed
296,M-Pesa,Completed
297,Cash on Delivery,Completed
298,Card,Completed
299,Cash on Delivery,Completed
300,Card,Completed
301,Cash on Delivery,Completed
302,M-Pesa,Completed
303,Cash on Delivery,Completed
304,Cash on Delivery,Completed
305,M-Pesa,Completed
306,M-Pesa,Completed
307,Cash on Delivery,Completed
308,M-Pesa,Failed
309,Cash on Delivery,Completed
310,M-Pesa,Completed
311,Card,Failed
312,M-Pesa,Completed
313,M-Pesa,Completed
314,Card,Completed
315,Card,Refunded
316,Cash on Delivery,Completed
317,M-Pesa,Completed
318,Cash on Delivery,Completed
319,M-Pesa,Refunded
320,M-Pesa,Completed
321,Cash on Delivery,Completed
322,Cash on Delivery,Completed
323,M-Pesa,Completed
324,Card,Failed
325,M-Pesa,Completed
326,Card,Completed
327,M-Pesa,Completed
328,Card,Completed
329,Cash on Delivery,Completed
330,Cash on Delivery,Completed
331,M-Pesa,Completed
332,M-Pesa,Completed
333,Cash on Delivery,Completed
334,Card,Completed
335,Cash on Delivery,Failed
336,Cash on Delivery,Completed
337,Card,Completed
338,Cash on Delivery,Completed
339,Card,Failed
340,M-Pesa,Refunded
341,M-Pesa,Completed
342,Card,Completed
343,M-Pesa,Completed
344,Card,Completed
345,Card,Completed
346,M-Pesa,Completed
347,M-Pesa,Completed
348,Card,Completed
349,Card,Failed
350,Card,Completed
351,M-Pesa,Completed
352,Cash on Delivery,Completed
353,Cash on Delivery,Completed
354,Card,Completed
355,Cash on Delivery,Completed
356,M-Pesa,Completed
357,Card,Completed
358,Cash on Delivery,Completed
359,Cash on Delivery,Completed
360,Card,Failed
361,Card,Failed
362,Cash on Delivery,Completed
363,Cash on Delivery,Completed
364,M-Pesa,Completed
365,Cash on Delivery,Completed
366,M-Pesa,Completed
367,M-Pesa,Completed
368,M-Pesa,Refunded
369,Cash on Delivery,Completed
370,M-Pesa,Completed
371,Card,Completed
372,Card,Completed
373,M-Pesa,Failed
374,Card,Completed
375,Cash on Delivery,Completed
376,M-Pesa,Failed
377,Card,Completed
378,Card,Completed
379,Cash on Delivery,Completed
380,Card,Completed
381,M-Pesa,Completed
382,Cash on Delivery,Completed
383,Cash on Delivery,Completed
384,Cash on Delivery,Completed
385,Card,Completed
386,M-Pesa,Completed
387,M-Pesa,Completed
388,M-Pesa,Refunded
389,Card,Completed
390,Card,Completed
391,Cash on Delivery,Completed
392,Card,Completed
393,Card,Completed
394,Card,Completed
395,M-Pesa,Completed
396,M-Pesa,Failed
397,Card,Completed
398,M-Pesa,Completed
399,M-Pesa,Completed
400,M-Pesa,Completed
401,Card,Completed
402,Card,Refunded
403,M-Pesa,Completed
404,Card,Completed
405,Card,Failed
406,M-Pesa,Completed
407,Cash on Delivery,Completed
408,Cash on Delivery,Completed
409,Cash on Delivery,Completed
410,M-Pesa,Completed
411,Cash on Delivery,Completed
412,Cash on Delivery,Completed
413,Card,Completed
414,Card,Completed
415,M-Pesa,Completed
416,M-Pesa,Completed
417,M-Pesa,Completed
418,Card,Completed
419,M-Pesa,Completed
420,Card,Completed
421,M-Pesa,Completed
422,Cash on Delivery,Completed
423,Card,Failed
424,M-Pesa,Completed
425,M-Pesa,Failed
426,M-Pesa,Completed
427,M-Pesa,Completed
428,Cash on Delivery,Completed
429,Card,Completed
430,Cash on Delivery,Completed
431,M-Pesa,Completed
432,M-Pesa,Completed
433,Cash on Delivery,Completed
434,Card,Completed
435,Cash on Delivery,Completed
436,Cash on Delivery,Completed
437,M-Pesa,Completed
438,M-Pesa,Completed
439,Cash on Delivery,Completed
440,M-Pesa,Completed
441,Card,Completed
442,M-Pesa,Completed
443,Card,Completed
444,Card,Refunded
445,Card,Completed
446,Cash on Delivery,Completed
447,Card,Completed
448,Card,Failed
449,Card,Failed
450,Cash on Delivery,Completed
451,M-Pesa,Completed
452,M-Pesa,Completed
453,Card,Completed
454,M-Pesa,Completed
455,Card,Completed
456,Card,Completed
457,Cash on Delivery,Completed
458,M-Pesa,Completed
459,M-Pesa,Completed
460,Card,Completed
461,Card,Completed
462,Card,Completed
463,Cash on Delivery,Failed
464,Cash on Delivery,Completed
465,M-Pesa,Completed
466,Card,Completed
467,Cash on Delivery,Completed
468,Cash on Delivery,Completed
469,M-Pesa,Completed
470,Card,Completed
471,Cash on Delivery,Completed
472,Cash on Delivery,Completed
473,Card,Failed
474,Card,Completed
475,Cash on Delivery,Completed
476,Card,Failed
477,Card,Completed
478,Cash on Delivery,Completed
479,Cash on Delivery,Completed
480,Cash on Delivery,Completed
481,M-Pesa,Refunded
482,Card,Refunded
483,Cash on Delivery,Refunded
484,Card,Completed
485,Cash on Delivery,Completed
486,Card,Completed
487,M-Pesa,Completed
488,Card,Completed
489,Card,Completed
490,M-Pesa,Completed
491,Cash on Delivery,Completed
492,Card,Completed
493,Card,Completed
494,Card,Refunded
495,M-Pesa,Failed
496,Cash on Delivery,Completed
497,Card,Refunded
498,M-Pesa,Completed
499,Card,Completed
500,Card,Completed
501,Cash on Delivery,Completed
502,Cash on Delivery,Completed
503,Cash on Delivery,Completed
504,Card,Completed
505,Cash on Delivery,Completed
506,Card,Completed
507,Cash on Delivery,Completed
508,Card,Completed
509,Card,Completed
510,M-Pesa,Completed
511,M-Pesa,Failed
512,Cash on Delivery,Completed
513,Cash on Delivery,Completed
514,Card,Completed
515,Cash on Delivery,Completed
516,M-Pesa,Completed
517,M-Pesa,Completed
518,M-Pesa,Failed
519,M-Pesa,Completed
520,Cash on Delivery,Completed
521,Cash on Delivery,Completed
522,Card,Completed
523,Cash on Delivery,Failed
524,Card,Completed
525,Card,Failed
526,Card,Completed
527,Card,Completed
528,Cash on Delivery,Completed
529,Card,Completed
530,M-Pesa,Completed
531,Card,Refunded
532,M-Pesa,Completed
533,M-Pesa,Failed
534,M-Pesa,Completed
535,Cash on Delivery,Completed
536,Card,Completed
537,Cash on Delivery,Completed
538,Card,Completed
539,Cash on Delivery,Refunded
540,Cash on Delivery,Completed
541,M-Pesa,Completed
542,Card,Completed
543,Cash on Delivery,Completed
544,Card,Completed
545,Cash on Delivery,Completed
546,Cash on Delivery,Completed
547,Card,Completed
548,Cash on Delivery,Completed
549,M-Pesa,Completed
550,M-Pesa,Completed
551,Card,Completed
552,Cash on Delivery,Completed
553,Cash on Delivery,Completed
554,M-Pesa,Completed
555,M-Pesa,Completed
556,M-Pesa,Refunded
557,M-Pesa,Completed
558,Card,Completed
559,Card,Completed
560,Cash on Delivery,Completed
561,Card,Completed
562,Cash on Delivery,Completed
563,M-Pesa,Completed
564,Card,Completed
565,Card,Completed
566,Card,Completed
567,Card,Completed
568,Card,Completed
569,M-Pesa,Completed
570,Cash on Delivery,Completed
571,Cash on Delivery,Completed
572,Cash on Delivery,Completed
573,Cash on Delivery,Completed
574,M-Pesa,Completed
575,Card,Completed
576,Card,Completed
577,Card,Completed
578,Card,Completed
579,M-Pesa,Completed
580,Cash on Delivery,Failed
581,Cash on Delivery,Completed
582,Cash on Delivery,Completed
583,Cash on Delivery,Completed
584,M-Pesa,Completed
585,Card,Completed
586,Cash on Delivery,Completed
587,M-Pesa,Completed
588,Cash on Delivery,Completed
589,Card,Completed
590,Card,Completed
591,M-Pesa,Completed
592,Card,Completed
593,Card,Completed
594,Card,Completed
595,M-Pesa,Refunded
596,M-Pesa,Completed
597,Card,Completed
598,Cash on Delivery,Completed
599,Cash on Delivery,Refunded
600,Cash on Delivery,Completed
601,M-Pesa,Completed
602,Cash on Delivery,Completed
603,M-Pesa,Completed
604,Card,Completed
605,Card,Completed
606,Card,Completed
607,Card,Completed
608,Cash on Delivery,Completed
609,Card,Completed
610,Card,Completed
611,Card,Refunded
612,Cash on Delivery,Completed
613,Cash on Delivery,Completed
614,Cash on Delivery,Completed
615,Card,Completed
616,M-Pesa,Completed
617,Cash on Delivery,Refunded
618,Cash on Delivery,Failed
619,M-Pesa,Completed
620,Cash on Delivery,Failed
621,Cash on Delivery,Completed
622,Card,Completed
623,M-Pesa,Completed
624,Cash on Delivery,Completed
625,Cash on Delivery,Completed
626,Card,Failed
627,M-Pesa,Completed
628,Card,Completed
629,M-Pesa,Completed
630,Card,Completed
631,Card,Completed
632,Cash on Delivery,Completed
633,M-Pesa,Completed
634,Cash on Delivery,Completed
635,Cash on Delivery,Completed
636,Card,Completed
637,M-Pesa,Refunded
638,M-Pesa,Completed
639,M-Pesa,Completed
640,Card,Completed
641,Card,Completed
642,Cash on Delivery,Completed
643,Card,Completed
644,M-Pesa,Completed
645,Card,Completed
646,M-Pesa,Completed
647,M-Pesa,Completed
648,Card,Completed
649,Cash on Delivery,Completed
650,M-Pesa,Completed
651,Card,Completed
652,Card,Completed
653,M-Pesa,Completed
654,Card,Completed
655,M-Pesa,Completed
656,M-Pesa,Completed
657,M-Pesa,Completed
658,Cash on Delivery,Completed
659,Card,Failed
660,Card,Refunded
661,M-Pesa,Completed
662,Cash on Delivery,Refunded
663,M-Pesa,Completed
664,Card,Completed
665,Card,Completed
666,M-Pesa,Completed
667,Card,Completed
668,Cash on Delivery,Completed
669,Card,Completed
670,M-Pesa,Completed
671,Card,Completed
672,Cash on Delivery,Completed
673,M-Pesa,Completed
674,Cash on Delivery,Completed
675,Card,Completed
676,Cash on Delivery,Completed
677,Cash on Delivery,Completed
678,Cash on Delivery,Completed
679,M-Pesa,Completed
680,Card,Completed
681,Card,Completed
682,M-Pesa,Completed
683,M-Pesa,Completed
684,Cash on Delivery,Completed
685,M-Pesa,Completed
686,M-Pesa,Completed
687,M-Pesa,Completed
688,M-Pesa,Completed
689,M-Pesa,Completed
690,Cash on Delivery,Completed
691,M-Pesa,Completed
692,Cash on Delivery,Completed
693,M-Pesa,Completed
694,Card,Completed
695,Card,Completed
696,Cash on Delivery,Completed
697,Card,Refunded
698,M-Pesa,Completed
699,Card,Completed
700,Card,Completed
701,Cash on Delivery,Completed
702,Card,Completed
703,Card,Completed
704,Cash on Delivery,Completed
705,Cash on Delivery,Completed
706,Cash on Delivery,Completed
707,Card,Completed
708,M-Pesa,Completed
709,Cash on Delivery,Refunded
710,M-Pesa,Completed
711,M-Pesa,Completed
712,Cash on Delivery,Completed
713,M-Pesa,Completed
714,Cash on Delivery,Refunded
715,M-Pesa,Completed
716,Cash on Delivery,Completed
717,Cash on Delivery,Completed
718,Cash on Delivery,Refunded
719,Cash on Delivery,Failed
720,Cash on Delivery,Completed
721,Card,Completed
722,Card,Completed
723,M-Pesa,Completed
724,Card,Refunded
725,Card,Completed
726,Cash on Delivery,Completed
727,Card,Completed
728,Card,Completed
729,Card,Completed
730,Cash on Delivery,Completed
731,Cash on Delivery,Completed
732,M-Pesa,Completed
733,M-Pesa,Failed
734,Cash on Delivery,Completed
735,Card,Refunded
736,Card,Completed
737,M-Pesa,Completed
738,M-Pesa,Completed
739,Card,Completed
740,Cash on Delivery,Completed
741,Card,Failed
742,Cash on Delivery,Completed
743,Card,Completed
744,Card,Completed
745,Cash on Delivery,Completed
746,Card,Completed
747,M-Pesa,Completed
748,Card,Completed
749,M-Pesa,Refunded
750,Cash on Delivery,Refunded
751,M-Pesa,Failed
752,Cash on Delivery,Failed
753,Card,Completed
754,Card,Completed
755,M-Pesa,Refunded
756,Cash on Delivery,Completed
757,Card,Completed
758,Card,Completed
759,M-Pesa,Completed
760,M-Pesa,Completed
761,Card,Completed
762,M-Pesa,Completed
763,M-Pesa,Completed
764,Card,Completed
765,Cash on Delivery,Failed
766,Card,Completed
767,Cash on Delivery,Completed
768,M-Pesa,Completed
769,Cash on Delivery,Completed
770,M-Pesa,Completed
771,Card,Completed
772,Card,Failed
773,Card,Refunded
774,Card,Refunded
775,Cash on Delivery,Completed
776,M-Pesa,Completed
777,M-Pesa,Completed
778,Cash on Delivery,Completed
779,Cash on Delivery,Completed
780,Cash on Delivery,Completed
781,Card,Completed
782,Card,Completed
783,Cash on Delivery,Completed
784,Card,Refunded
785,M-Pesa,Completed
786,Card,Completed
787,M-Pesa,Completed
788,M-Pesa,Failed
789,Cash on Delivery,Refunded
790,Cash on Delivery,Completed
791,Cash on Delivery,Completed
792,Cash on Delivery,Completed
793,M-Pesa,Completed
794,Cash on Delivery,Refunded
795,Card,Refunded
796,M-Pesa,Completed
797,M-Pesa,Completed
798,Cash on Delivery,Refunded
799,Cash on Delivery,Refunded
800,Card,Completed
801,Card,Completed
802,M-Pesa,Failed
803,Card,Completed
804,Card,Completed
805,Cash on Delivery,Completed
806,Card,Failed
807,Card,Completed
808,Cash on Delivery,Completed
809,Card,Completed
810,Cash on Delivery,Completed
811,Card,Completed
812,Cash on Delivery,Completed
813,M-Pesa,Completed
814,Cash on Delivery,Completed
815,M-Pesa,Completed
816,Cash on Delivery,Refunded
817,Card,Completed
818,Card,Completed
819,M-Pesa,Completed
820,M-Pesa,Completed
821,Cash on Delivery,Completed
822,Cash on Delivery,Completed
823,M-Pesa,Completed
824,Card,Completed
825,Cash on Delivery,Completed
826,Cash on Delivery,Completed
827,M-Pesa,Completed
828,Card,Completed
829,Cash on Delivery,Completed
830,Card,Completed
831,M-Pesa,Completed
832,Cash on Delivery,Completed
833,M-Pesa,Completed
834,M-Pesa,Completed
835,Card,Completed
836,Cash on Delivery,Completed
837,M-Pesa,Completed
838,Card,Completed
839,Cash on Delivery,Refunded
840,Cash on Delivery,Failed
841,M-Pesa,Completed
842,Cash on Delivery,Failed
843,Card,Completed
844,Card,Completed
845,Cash on Delivery,Completed
846,M-Pesa,Completed
847,Card,Completed
848,Cash on Delivery,Completed
849,Card,Completed
850,Card,Completed
851,Card,Completed
852,Card,Completed
853,Cash on Delivery,Completed
854,M-Pesa,Completed
855,Cash on Delivery,Refunded
856,Card,Failed
857,M-Pesa,Failed
858,M-Pesa,Completed
859,M-Pesa,Failed
860,Card,Completed
861,Cash on Delivery,Completed
862,Card,Completed
863,M-Pesa,Refunded
864,M-Pesa,Completed
865,Cash on Delivery,Completed
866,M-Pesa,Completed
867,M-Pesa,Failed
868,Card,Failed
869,M-Pesa,Completed
870,Card,Completed
871,Card,Completed
872,M-Pesa,Completed
873,Card,Completed
874,M-Pesa,Completed
875,M-Pesa,Completed
876,M-Pesa,Completed
877,Cash on Delivery,Completed
878,Card,Completed
879,Card,Completed
880,Cash on Delivery,Completed
881,M-Pesa,Completed
882,M-Pesa,Completed
883,M-Pesa,Refunded
884,Card,Completed
885,Cash on Delivery,Completed
886,Cash on Delivery,Failed
887,M-Pesa,Completed
888,Card,Completed
889,M-Pesa,Refunded
890,Cash on Delivery,Completed
891,Cash on Delivery,Completed
892,M-Pesa,Completed
893,Cash on Delivery,Failed
894,M-Pesa,Completed
895,Cash on Delivery,Completed
896,Card,Failed
897,Cash on Delivery,Refunded
898,M-Pesa,Completed
899,Card,Completed
900,Card,Refunded
901,M-Pesa,Completed
902,M-Pesa,Failed
903,Cash on Delivery,Completed
904,Card,Completed
905,M-Pesa,Completed
906,M-Pesa,Completed
907,Cash on Delivery,Completed
908,Cash on Delivery,Failed
909,Card,Completed
910,M-Pesa,Completed
911,Card,Completed
912,Card,Failed
913,Cash on Delivery,Completed
914,Card,Completed
915,M-Pesa,Completed
916,M-Pesa,Completed
917,Cash on Delivery,Completed
918,Cash on Delivery,Completed
919,M-Pesa,Completed
920,Cash on Delivery,Completed
921,Cash on Delivery,Failed
922,Card,Completed
923,Cash on Delivery,Completed
924,Cash on Delivery,Refunded
925,M-Pesa,Completed
926,Cash on Delivery,Failed
927,Card,Completed
928,Cash on Delivery,Completed
929,Cash on Delivery,Completed
930,M-Pesa,Failed
931,M-Pesa,Completed
932,Card,Completed
933,M-Pesa,Completed
934,Card,Completed
935,Cash on Delivery,Refunded
936,Cash on Delivery,Completed
937,M-Pesa,Completed
938,M-Pesa,Completed
939,Cash on Delivery,Completed
940,M-Pesa,Completed
941,M-Pesa,Completed
942,Cash on Delivery,Completed
943,Card,Completed
944,Cash on Delivery,Failed
945,Cash on Delivery,Completed
946,Card,Completed
947,Cash on Delivery,Completed
948,M-Pesa,Completed
949,M-Pesa,Completed
950,M-Pesa,Completed
951,M-Pesa,Completed
952,M-Pesa,Completed
953,Card,Failed
954,M-Pesa,Completed
955,Cash on Delivery,Completed
956,Cash on Delivery,Completed
957,M-Pesa,Completed
958,M-Pesa,Completed
959,Card,Completed
960,M-Pesa,Failed
961,Card,Completed
962,M-Pesa,Completed
963,Cash on Delivery,Failed
964,M-Pesa,Completed
965,Card,Completed
966,M-Pesa,Refunded
967,Cash on Delivery,Completed
968,M-Pesa,Completed
969,Cash on Delivery,Completed
970,M-Pesa,Completed
971,Card,Completed
972,Card,Completed
973,Card,Failed
974,M-Pesa,Completed
975,Cash on Delivery,Failed
976,Cash on Delivery,Completed
977,Cash on Delivery,Completed
978,M-Pesa,Completed
979,Card,Completed
980,M-Pesa,Completed
981,Card,Completed
982,M-Pesa,Completed
983,Card,Completed
984,Cash on Delivery,Completed
985,M-Pesa,Completed
986,M-Pesa,Completed
987,Cash on Delivery,Failed
988,Cash on Delivery,Completed
989,M-Pesa,Failed
990,M-Pesa,Completed
991,M-Pesa,Refunded
992,M-Pesa,Completed
993,Cash on Delivery,Completed
994,M-Pesa,Completed
995,Card,Completed
996,M-Pesa,Completed
997,Card,Failed
998,Card,Completed
999,M-Pesa,Completed
1000,M-Pesa,Completed
1001,M-Pesa,Completed
1002,Cash on Delivery,Completed
1003,Cash on Delivery,Completed
1004,Card,Completed
1005,M-Pesa,Completed
1006,Card,Completed
1007,Card,Completed
1008,Cash on Delivery,Completed
1009,Card,Completed
1010,Card,Completed
1011,Card,Completed
1012,Card,Completed
1013,M-Pesa,Completed
1014,M-Pesa,Completed
1015,Card,Completed
1016,Cash on Delivery,Completed
1017,Card,Completed
1018,Card,Completed
1019,Card,Completed
1020,Card,Completed
1021,Cash on Delivery,Refunded
1022,Card,Completed
1023,M-Pesa,Completed
1024,Card,Completed
1025,M-Pesa,Completed
1026,Card,Completed
1027,Cash on Delivery,Completed
1028,M-Pesa,Completed
1029,Cash on Delivery,Completed
1030,M-Pesa,Completed
1031,Cash on Delivery,Completed
1032,Cash on Delivery,Failed
1033,Card,Completed
1034,Cash on Delivery,Completed
1035,Cash on Delivery,Completed
1036,Cash on Delivery,Completed
1037,Card,Completed
1038,Card,Completed
1039,Cash on Delivery,Completed
1040,M-Pesa,Completed
1041,Card,Completed
1042,M-Pesa,Failed
1043,M-Pesa,Completed
1044,Cash on Delivery,Completed
1045,Cash on Delivery,Completed
1046,Card,Completed
1047,Cash on Delivery,Completed
1048,M-Pesa,Completed
1049,Cash on Delivery,Completed
1050,Card,Completed
1051,Cash on Delivery,Completed
1052,Cash on Delivery,Completed
1053,M-Pesa,Completed
1054,Cash on Delivery,Failed
1055,Card,Completed
1056,Cash on Delivery,Completed
1057,Card,Completed
1058,Cash on Delivery,Completed
1059,Card,Failed
1060,Card,Failed
1061,Card,Completed
1062,Card,Completed
1063,M-Pesa,Completed
1064,Card,Failed
1065,Card,Refunded
1066,Cash on Delivery,Completed
1067,Cash on Delivery,Completed
1068,Card,Completed
1069,Cash on Delivery,Completed
1070,Cash on Delivery,Failed
1071,Card,Completed
1072,Cash on Delivery,Refunded
1073,Cash on Delivery,Completed
1074,M-Pesa,Completed
1075,Cash on Delivery,Completed
1076,M-Pesa,Completed
1077,Card,Completed
1078,Card,Completed
1079,Card,Completed
1080,Cash on Delivery,Completed
1081,Cash on Delivery,Completed
1082,Cash on Delivery,Completed
1083,Card,Completed
1084,Cash on Delivery,Completed
1085,Card,Completed
1086,M-Pesa,Failed
1087,Card,Refunded
1088,M-Pesa,Completed
1089,M-Pesa,Completed
1090,Cash on Delivery,Completed
1091,Card,Completed
1092,Card,Completed
1093,Cash on Delivery,Refunded
1094,Card,Completed
1095,Card,Completed
1096,M-Pesa,Completed
1097,Cash on Delivery,Failed
1098,Cash on Delivery,Failed
1099,M-Pesa,Completed
1100,M-Pesa,Completed
1101,Cash on Delivery,Completed
1102,Cash on Delivery,Completed
1103,Cash on Delivery,Completed
1104,M-Pesa,Completed
1105,Card,Completed
1106,Cash on Delivery,Completed
1107,Cash on Delivery,Completed
1108,Cash on Delivery,Failed
1109,M-Pesa,Failed
1110,Card,Completed
1111,Card,Completed
1112,M-Pesa,Completed
1113,M-Pesa,Completed
1114,M-Pesa,Completed
1115,Card,Completed
1116,Card,Completed
1117,Cash on Delivery,Completed
1118,Card,Completed
1119,Card,Completed
1120,Card,Completed
1121,Card,Refunded
1122,Cash on Delivery,Completed
1123,M-Pesa,Failed
1124,M-Pesa,Completed
1125,Card,Completed
1126,Card,Completed
1127,Cash on Delivery,Completed
