order_id,customer_id,product_id,quantity,order_date
144,3261,103,4,26/02/2024
145,364,112,1,05/06/2023
146,846,51,2,16/09/2024
147,3033,5,4,20/05/2024
148,1328,150,1,15/11/2024
149,3163,114,3,08/04/2024
150,392,135,2,25/05/2023
151,3256,64,2,08/07/2023
152,2060,185,4,03/01/2023
153,3238,26,1,04/05/2024
154,2047,25,4,07/03/2024
155,4242,69,4,28/08/2023
156,1306,160,4,15/04/2023
157,2895,8,1,21/09/2023
158,2033,9,4,04/05/2024
159,765,54,1,06/09/2024
160,499,20,2,13/09/2023
161,3369,196,2,26/06/2024
162,2945,195,1,28/06/2024
163,3805,172,3,26/06/2023
164,4214,169,4,29/03/2024
165,4461,170,2,16/10/2023
166,136,139,4,16/07/2024
167,1101,112,4,14/02/2024
168,1872,127,3,27/05/2024
169,4034,171,1,17/08/2023
170,4114,136,1,06/05/2024
171,4013,174,4,06/06/2023
172,205,34,3,18/10/2024
173,4595,68,4,10/01/2023
174,2372,143,1,23/01/2024
175,4691,146,3,15/09/2023
176,562,139,3,05/06/2023
177,3315,147,2,04/07/2024
178,3961,73,3,25/01/2024
179,2527,25,1,13/08/2023
180,2212,150,1,19/10/2024
181,2372,190,4,04/08/2024
182,4736,165,1,10/05/2024
183,2682,138,1,02/05/2024
184,2807,81,1,30/07/2024
185,3770,52,4,18/03/2023
186,2256,77,2,04/04/2023
187,4411,68,2,02/08/2024
188,901,28,2,07/10/2024
189,1751,158,3,18/04/2023
190,4900,174,2,05/05/2023
191,3296,168,3,21/02/2023
192,3160,149,3,24/04/2024
193,1453,143,2,22/12/2024
194,1244,131,1,22/02/2024
195,2323,81,2,28/02/2024
196,1671,97,3,13/12/2024
197,2028,197,3,03/05/2023
198,1769,8,3,03/09/2024
199,3664,137,4,12/07/2024
200,2303,122,4,13/05/2024
201,1170,90,2,14/02/2023
202,4711,130,2,03/08/2024
203,2433,165,3,21/04/2024
204,387,140,2,02/09/2024
205,2431,19,2,10/11/2023
206,3349,27,3,17/12/2023
207,1406,152,4,16/08/2023
208,124,194,2,02/10/2024
209,3998,16,2,26/04/2023
210,3453,2,1,19/09/2024
211,3897,149,1,10/04/2024
212,1625,10,4,01/01/2023
213,1182,186,2,06/07/2023
214,728,106,2,29/03/2023
215,3885,17,2,23/07/2024
216,3671,7,3,24/03/2023
217,1142,46,2,03/03/2024
218,2376,178,2,30/08/2023
219,4032,10,1,21/02/2024
220,359,16,2,13/12/2024
221,3743,1,1,24/12/2024
222,2845,137,4,24/04/2023
223,4539,13,2,26/10/2024
224,2212,189,3,15/07/2024
225,973,176,4,30/01/2024
226,361,144,4,09/11/2023
227,2633,169,2,31/12/2023
228,3191,30,2,30/03/2023
229,4949,72,1,17/02/2023
230,1625,183,4,10/05/2023
231,3929,11,1,23/12/2023
232,1757,113,1,30/07/2023
233,241,180,2,20/06/2024
234,4762,75,4,14/11/2024
235,976,48,3,04/01/2024
236,4319,7,1,02/09/2024
237,2314,182,4,13/03/2023
238,1306,1,4,16/04/2024
239,788,87,4,09/11/2023
240,2429,32,2,10/05/2024
241,556,62,2,30/08/2023
242,2110,143,2,21/03/2024
243,4943,92,1,27/01/2023
244,2650,189,2,02/10/2023
245,1560,78,4,04/05/2023
246,4236,77,4,06/12/2024
247,1364,184,2,17/03/2024
248,3960,34,1,14/02/2023
249,590,148,2,05/09/2024
250,1750,118,2,14/10/2023
251,541,24,4,15/01/2023
252,2423,28,4,07/03/2024
253,291,11,3,19/04/2023
254,2091,158,2,06/11/2024
255,3936,38,3,27/01/2023
256,3959,129,4,28/08/2023
257,3860,121,1,12/10/2024
258,1256,197,1,01/02/2024
259,8,161,3,31/10/2023
260,1658,109,4,23/08/2023
261,4579,65,3,10/10/2024
262,4429,172,3,14/08/2024
263,1257,64,4,17/01/2023
264,3951,9,2,15/04/2023
265,1040,32,2,15/05/2024
266,2117,54,4,15/09/2023
267,685,125,3,07/02/2024
268,4019,26,4,19/07/2023
269,1798,62,3,05/10/2024
270,1825,109,4,05/02/2024
271,3535,170,3,08/01/2023
272,63,176,4,30/09/2023
273,261,134,4,20/02/2024
274,3572,118,4,11/09/2023
275,3193,30,4,15/10/2024
276,4954,151,1,16/04/2024
277,1489,103,4,06/08/2023
278,1131,25,2,29/08/2023
279,4276,141,2,09/02/2023
280,355,153,1,02/03/2024
281,2775,17,4,12/05/2023
282,589,108,2,05/08/2023
283,605,27,4,07/08/2023
284,2229,139,4,13/03/2023
285,174,134,3,04/07/2024
286,354,79,2,02/06/2023
287,3291,37,3,20/01/2023
288,434,112,1,07/07/2024
289,2953,106,4,14/05/2023
290,259,200,1,21/04/2024
291,868,120,2,12/02/2023
292,2607,165,3,23/03/2023
293,3646,59,3,26/06/2023
294,596,10,2,23/02/2023
295,394,1,1,15/11/2024
296,4432,52,3,15/03/2023
297,2111,146,2,01/11/2023
298,3865,87,4,19/05/2024
299,4140,5,3,20/06/2023
300,2201,128,3,18/10/2024
301,3998,102,3,27/12/2023
302,3854,118,2,25/04/2023
303,4950,117,1,04/12/2024
304,3755,103,1,10/04/2024
305,4371,93,1,20/12/2024
306,3430,48,2,13/07/2023
307,4522,33,2,14/07/2024
308,4579,185,1,31/01/2023
309,214,103,4,26/04/2023
310,2127,25,2,12/06/2024
311,139,44,1,11/04/2024
312,4194,91,1,14/12/2024
313,3961,121,4,01/08/2024
314,664,111,2,24/09/2024
315,2833,66,3,04/12/2023
316,1074,128,3,08/08/2023
317,4575,196,2,05/08/2024
318,4023,153,2,25/06/2023
319,162,173,4,17/07/2023
320,1501,23,1,19/07/2024
321,3179,100,3,28/10/2023
322,4491,169,4,29/08/2023
323,4897,87,4,05/06/2024
324,186,120,4,02/01/2023
325,4654,161,3,31/07/2023
326,1981,121,1,20/10/2024
327,4542,28,1,06/07/2023
328,3989,8,3,22/07/2023
329,830,157,4,28/12/2023
330,3520,112,1,03/09/2024
331,3512,184,3,11/03/2023
332,3329,143,2,31/05/2023
333,3349,15,4,27/11/2023
334,2486,37,2,27/04/2024
335,4612,147,3,12/10/2023
336,1226,107,3,25/09/2024
337,4852,187,1,04/02/2024
338,2845,179,2,25/04/2024
339,2734,120,3,30/09/2023
340,4421,85,1,14/07/2024
341,3997,163,3,12/04/2024
342,2671,118,2,28/03/2024
343,4783,92,3,11/05/2023
344,1499,36,3,11/12/2024
345,1689,181,4,10/05/2024
346,2448,80,3,28/06/2023
347,868,12,3,09/05/2024
348,4313,28,3,26/10/2024
349,3009,199,4,28/08/2024
350,3525,33,2,20/02/2023
351,2013,75,4,20/06/2023
352,240,79,1,26/03/2023
353,48,183,2,17/07/2024
354,4050,79,1,21/06/2023
355,3458,50,1,31/01/2024
356,3280,29,2,22/10/2023
357,3229,58,3,22/02/2023
358,1249,26,1,01/05/2023
359,1168,23,3,11/10/2023
360,3491,17,2,16/07/2024
361,4971,133,1,03/11/2023
362,1898,59,1,27/09/2023
363,3537,144,2,07/02/2024
364,2180,103,2,26/08/2023
365,4721,94,3,11/02/2024
366,1971,149,2,23/06/2023
367,4697,5,4,29/09/2023
368,2721,186,4,05/08/2024
369,2382,26,3,17/01/2023
370,1944,171,1,30/01/2023
371,3147,112,3,03/06/2024
372,3484,126,1,25/12/2023
373,3697,187,1,07/07/2023
374,2826,86,1,12/10/2024
375,1828,186,2,22/02/2023
376,223,109,3,26/08/2023
377,1747,2,3,17/02/2024
378,530,44,3,14/11/2023
379,134,106,3,06/03/2023
380,3804,154,4,29/01/2023
381,4487,109,1,02/04/2024
382,102,44,1,14/10/2023
383,3724,147,3,07/10/2024
384,2729,49,2,26/04/2024
385,2546,91,2,24/08/2023
386,2559,81,4,07/01/2024
387,3042,185,2,10/03/2024
388,2001,134,3,19/04/2023
389,949,151,4,15/10/2024
390,1569,82,4,07/09/2023
391,4937,43,1,18/06/2023
392,2054,44,2,14/01/2024
393,3006,66,2,25/10/2023
394,194,45,2,01/03/2024
395,742,19,3,03/03/2024
396,3907,4,1,18/04/2023
397,2960,97,1,23/12/2024
398,4569,98,3,11/08/2024
399,2264,96,4,19/04/2023
400,3421,185,1,04/08/2024
401,2924,137,1,12/08/2023
402,3255,101,4,07/09/2024
403,3240,48,2,17/11/2024
404,3866,164,1,09/01/2024
405,38,195,3,10/02/2024
406,1699,18,1,16/06/2024
407,4567,40,2,19/05/2024
408,4027,194,2,25/02/2024
409,3214,65,3,10/08/2024
410,1784,152,1,09/10/2023
411,1967,181,1,08/01/2023
412,103,114,2,03/11/2023
413,42,170,1,09/03/2024
414,2995,53,2,20/07/2023
415,3219,62,3,20/10/2024
416,2991,190,1,15/11/2023
417,4289,196,2,24/04/2023
418,3370,126,3,23/05/2024
419,1062,114,4,17/11/2024
420,2550,163,1,30/12/2024
421,1677,185,2,27/10/2024
422,3690,61,2,22/12/2024
423,3998,140,4,10/04/2023
424,326,49,1,12/05/2023
425,1121,150,3,30/04/2023
426,108,90,1,08/04/2024
427,2679,68,4,06/09/2023
428,335,71,4,31/12/2024
429,2040,151,2,15/10/2023
430,804,95,2,12/09/2024
431,1849,135,3,29/05/2024
432,767,126,3,05/10/2024
433,3528,22,4,05/12/2024
434,2307,103,3,11/10/2024
435,2830,40,3,26/01/2023
436,1489,147,3,11/12/2023
437,4130,53,2,10/11/2024
438,3567,30,4,13/04/2023
439,2374,154,2,07/04/2024
440,837,123,3,25/06/2024
441,3310,169,2,21/07/2024
442,3613,120,4,15/12/2023
443,4835,150,1,19/11/2023
444,2792,61,3,21/01/2023
445,4213,73,1,17/12/2024
446,3984,46,3,05/08/2023
447,3769,58,2,14/07/2023
448,1505,29,3,18/12/2024
449,2451,53,2,16/09/2024
450,3045,146,4,18/06/2024
451,2034,159,4,21/11/2023
452,1700,32,2,10/05/2024
453,2281,9,4,21/01/2024
454,1308,37,2,30/07/2023
455,2528,8,2,27/01/2023
456,3839,152,4,11/10/2024
457,976,68,3,30/12/2024
458,2057,52,1,08/04/2023
459,4811,46,3,13/07/2023
460,2427,17,4,03/10/2023
461,3675,21,2,19/11/2024
462,2429,48,3,08/11/2024
463,4940,9,4,20/08/2023
464,3734,197,1,11/04/2023
465,360,5,3,22/02/2024
466,2224,6,2,07/07/2023
467,485,200,2,02/04/2024
468,1429,176,2,18/09/2023
469,2081,46,4,23/07/2023
470,696,97,3,16/01/2024
471,4661,112,4,06/11/2023
472,202,101,3,25/05/2023
473,3858,191,1,27/04/2024
474,1199,131,1,27/02/2023
475,1268,159,1,03/02/2023
476,2971,123,2,10/06/2023
477,74,103,3,17/06/2024
478,96,135,3,14/05/2024
479,4269,16,4,05/04/2023
480,3478,92,2,26/12/2024
481,2203,122,2,17/11/2024
482,258,143,4,11/09/2023
483,3659,7,1,17/09/2023
484,4426,99,2,19/10/2023
485,2807,112,2,04/07/2024
486,4257,166,2,28/02/2024
487,186,136,1,10/03/2023
488,143,184,2,15/10/2024
489,3354,98,1,01/07/2023
490,640,129,3,15/01/2024
491,3750,147,2,22/07/2023
492,2075,19,4,09/05/2024
493,3969,87,2,31/08/2024
494,202,4,1,15/12/2023
495,3093,192,4,01/08/2024
496,3166,130,3,22/11/2023
497,3080,23,4,12/04/2024
498,4568,184,3,16/03/2023
499,2103,107,2,18/12/2023
500,911,82,3,19/02/2024
501,1572,179,4,03/02/2023
502,3449,81,1,06/08/2024
503,2160,159,1,06/01/2023
504,4326,58,4,22/01/2024
505,2545,164,1,17/06/2023
506,1330,12,4,20/11/2024
507,3614,121,1,08/07/2023
508,461,163,1,30/10/2024
509,807,4,4,14/10/2023
510,3700,28,4,10/11/2024
511,2274,33,3,08/09/2024
512,59,74,4,26/10/2023
513,2476,159,4,08/08/2023
514,4824,5,3,22/08/2024
515,1156,10,2,26/06/2024
516,498,153,2,26/01/2023
517,4326,169,3,18/01/2024
518,4429,17,3,30/07/2024
519,3977,189,2,11/10/2024
520,1608,60,2,10/11/2023
521,721,33,1,29/12/2023
522,1275,137,3,17/01/2024
523,3868,178,3,04/03/2023
524,691,159,3,27/01/2024
525,4024,133,3,11/03/2024
526,4153,174,1,07/04/2024
527,3438,111,4,29/02/2024
528,2356,132,3,05/03/2024
529,750,31,1,24/04/2023
530,3052,4,3,06/06/2024
531,4774,123,2,22/06/2023
532,3565,18,3,08/04/2023
533,4656,82,2,05/11/2023
534,1705,34,2,29/10/2024
535,3446,48,3,22/05/2023
536,4445,63,1,09/07/2024
537,2378,14,4,07/12/2023
538,3232,90,3,07/02/2023
539,2216,87,3,23/01/2023
540,886,33,3,12/03/2023
541,865,81,3,14/03/2024
542,3495,170,4,07/08/2023
543,3055,128,4,11/12/2023
544,786,160,3,28/04/2023
545,457,112,2,21/11/2023
546,345,99,3,08/01/2023
547,554,115,3,16/02/2024
548,788,171,3,26/03/2024
549,1820,185,4,13/06/2023
550,705,143,1,18/11/2024
551,4908,50,4,05/05/2023
552,953,116,2,09/06/2023
553,815,71,4,01/08/2023
554,1549,63,1,31/07/2023
555,144,70,4,01/03/2024
556,2778,137,1,25/03/2024
557,3767,141,4,17/01/2023
558,4959,104,4,03/03/2024
559,3826,146,4,18/03/2023
560,1217,163,2,17/10/2023
561,1808,1,3,20/02/2023
562,4471,125,2,21/12/2023
563,4773,114,2,08/11/2023
564,2740,36,3,15/01/2023
565,1290,195,4,31/08/2023
566,556,46,4,15/05/2024
567,863,165,2,31/05/2024
568,2486,200,3,23/09/2023
569,4977,122,3,26/03/2023
570,2356,82,4,27/02/2023
571,966,157,4,12/02/2024
572,2396,44,4,04/10/2023
573,476,93,3,06/07/2024
574,1339,68,2,21/03/2023
575,525,76,4,02/08/2023
576,2572,77,3,03/12/2024
577,562,142,1,18/07/2024
578,3703,78,4,24/07/2024
579,4665,179,2,30/10/2024
580,1206,86,1,23/09/2023
581,4034,9,4,02/12/2024
582,3848,114,1,27/08/2024
583,4202,81,4,20/08/2023
584,2239,88,1,25/04/2023
585,1161,69,2,28/06/2023
586,4796,162,3,04/09/2023
587,3826,106,4,30/10/2024
588,72,65,1,16/02/2024
589,755,27,1,06/03/2023
590,3853,168,3,06/12/2024
591,905,136,3,10/10/2024
592,52,6,1,17/06/2023
593,2622,53,1,29/01/2023
594,3191,133,2,03/04/2023
595,3949,182,3,20/02/2024
596,1288,117,4,14/02/2023
597,4781,146,3,02/09/2024
598,1773,199,2,17/01/2024
599,3903,164,2,24/06/2024
600,3921,97,2,28/07/2023
601,950,128,1,08/02/2024
602,3139,54,2,02/11/2024
603,2417,162,2,27/03/2023
604,2280,32,1,22/08/2023
605,1426,51,1,17/02/2024
606,1585,131,4,23/08/2023
607,1047,65,3,20/06/2023
608,2166,85,1,06/01/2023
609,4024,13,3,01/09/2023
610,1177,8,2,16/10/2024
611,2161,172,3,12/08/2023
612,1032,158,1,02/12/2023
613,3289,8,3,09/10/2024
614,4527,58,4,31/05/2023
615,1316,124,4,28/09/2023
616,893,91,3,28/06/2024
617,107,103,4,15/12/2024
618,3081,87,4,16/03/2024
619,745,136,3,23/08/2024
620,622,61,1,28/02/2024
621,4241,181,3,07/04/2024
622,821,199,4,16/10/2023
623,412,76,2,11/08/2024
624,114,114,4,17/09/2024
625,2447,164,2,26/10/2024
626,3347,102,2,12/12/2023
627,4220,107,2,10/10/2023
628,86,94,3,19/11/2024
629,4143,74,2,03/03/2023
630,1573,190,3,01/09/2024
631,2006,147,1,01/09/2024
632,4080,18,3,09/01/2023
633,804,172,1,06/05/2024
634,3335,113,1,23/11/2024
635,3350,148,4,13/09/2023
636,1070,2,2,18/04/2024
637,2670,30,2,08/11/2023
638,4142,179,1,23/12/2024
639,2772,172,2,23/02/2024
640,4636,47,3,02/09/2023
641,4183,43,4,12/07/2023
642,1409,11,2,12/07/2024
643,3741,170,3,22/08/2024
644,265,19,2,16/01/2024
645,3849,131,3,20/10/2023
646,3094,4,4,28/04/2024
647,4799,111,1,27/11/2023
648,1474,166,2,30/06/2024
649,4282,200,3,03/11/2024
650,326,162,3,24/10/2023
651,1207,51,4,21/04/2024
652,4493,159,4,29/02/2024
653,1505,104,3,02/09/2023
654,3535,83,1,27/06/2023
655,1441,37,1,23/10/2023
656,956,172,4,24/10/2023
657,555,59,3,27/04/2023
658,3255,108,2,08/03/2023
659,4140,105,2,11/09/2023
660,4997,18,1,03/05/2024
661,4578,25,3,22/07/2024
662,2037,138,4,18/04/2024
663,1287,197,3,03/01/2024
664,1198,25,4,15/09/2023
665,4662,84,2,26/11/2023
666,2268,51,1,03/06/2024
667,3630,181,3,28/07/2024
668,3466,10,1,13/05/2023
669,772,177,1,16/03/2023
670,2457,125,3,16/12/2024
671,471,166,4,28/11/2023
672,1371,92,3,31/10/2024
673,3133,126,1,29/03/2024
674,672,113,1,17/11/2023
675,1175,114,3,17/07/2023
676,111,46,4,21/10/2024
677,3560,70,2,29/01/2024
678,1027,11,4,28/06/2024
679,3555,83,4,13/09/2024
680,3234,144,1,10/08/2023
681,4440,160,4,05/10/2024
682,1473,130,2,17/10/2024
683,2380,58,4,08/05/2024
684,4873,85,1,26/06/2024
685,2972,166,4,18/03/2024
686,2382,79,1,17/11/2023
687,3291,185,1,28/02/2024
688,4754,77,4,18/01/2024
689,1834,71,3,30/09/2024
690,454,116,3,22/10/2024
691,741,187,4,05/06/2023
692,2381,185,3,16/06/2024
693,2358,67,2,15/05/2024
694,1444,15,2,09/04/2024
695,3681,84,2,14/07/2024
696,1749,186,3,20/10/2024
697,2402,3,1,03/01/2023
698,4920,58,4,10/04/2024
699,3172,27,4,27/03/2023
700,4241,143,1,23/09/2023
701,2007,188,2,23/12/2024
702,1787,3,3,31/05/2023
703,1410,156,3,09/03/2023
704,1763,175,1,30/07/2023
705,910,65,4,16/07/2024
706,761,181,3,08/02/2024
707,3241,148,2,28/05/2023
708,2690,11,3,24/02/2023
709,531,25,2,18/06/2024
710,1360,191,2,12/12/2023
711,3819,4,4,25/08/2023
712,2028,83,4,27/01/2024
713,2561,54,2,15/10/2024
714,2178,60,2,05/12/2024
715,1538,156,1,14/06/2024
716,1274,138,3,22/06/2024
717,2782,164,3,28/10/2024
718,947,80,4,07/07/2024
719,1299,161,1,22/08/2024
720,2512,59,1,29/11/2023
721,2189,173,4,05/08/2023
722,882,179,3,14/08/2023
723,1848,46,1,18/05/2024
724,1976,141,3,25/01/2024
725,4269,93,1,08/04/2023
726,4569,132,4,28/11/2024
727,2965,170,1,02/02/2024
728,3064,155,3,28/11/2023
729,3129,136,2,07/11/2024
730,498,105,1,30/05/2023
731,2217,46,4,10/02/2024
732,989,136,2,16/11/2024
733,2609,26,2,12/11/2023
734,2476,1,1,04/12/2024
735,4515,112,2,11/08/2023
736,1371,189,3,26/04/2023
737,3589,90,4,06/01/2024
738,2503,39,3,07/02/2024
739,4810,137,4,15/02/2024
740,179,27,2,03/04/2023
741,1930,198,3,13/06/2023
742,2549,148,1,17/01/2023
743,4835,193,2,14/10/2024
744,112,16,1,30/01/2023
745,3220,196,1,26/11/2023
746,715,67,3,30/10/2023
747,1402,22,4,26/04/2024
748,2925,73,2,26/07/2024
749,1382,184,3,10/12/2024
750,3128,120,3,16/06/2024
751,4909,185,2,13/03/2024
752,3012,182,4,13/01/2024
753,1209,136,1,07/08/2023
754,3126,135,4,22/07/2023
755,37,76,2,14/10/2024
756,1829,1,1,05/09/2024
757,3061,182,2,18/08/2024
758,3342,140,3,31/07/2024
759,3942,14,2,26/05/2023
760,810,147,3,11/08/2023
761,3073,19,1,28/05/2023
762,4119,77,3,27/09/2023
763,1527,108,2,02/09/2023
764,3520,74,4,05/01/2024
765,4892,111,2,12/12/2024
766,496,125,2,24/05/2024
767,4996,93,4,04/10/2023
768,425,156,3,29/03/2024
769,2748,143,3,30/07/2023
770,2066,63,1,14/02/2024
771,1983,23,2,29/05/2024
772,1469,171,4,07/03/2023
773,3801,10,4,23/04/2023
774,1234,164,1,18/07/2023
775,1798,191,4,08/06/2024
776,565,177,2,20/05/2024
777,3020,142,3,03/05/2023
778,1305,96,4,27/09/2023
779,133,34,3,21/07/2023
780,449,95,4,03/04/2023
781,1831,39,4,20/04/2024
782,2159,160,4,18/08/2024
783,3627,80,1,21/01/2023
784,850,150,2,14/12/2024
785,3963,100,1,12/03/2023
786,1481,163,4,22/01/2024
787,901,23,2,30/10/2023
788,4855,25,4,23/12/2024
789,1540,197,4,07/08/2023
790,1900,134,3,12/06/2024
791,2945,90,1,25/02/2023
792,4958,188,3,12/10/2024
793,3245,6,4,18/05/2024
794,515,19,2,28/03/2023
795,1592,19,3,01/04/2023
796,84,110,3,13/04/2023
797,3743,111,1,13/10/2023
798,4894,95,3,15/12/2023
799,2128,87,2,02/07/2024
800,1602,140,2,06/12/2024
801,4618,13,4,20/01/2024
802,1223,86,4,30/09/2024
803,4330,178,3,06/11/2023
804,1843,195,1,25/01/2023
805,2292,76,2,09/12/2024
806,1590,159,1,14/02/2024
807,2897,77,2,22/10/2023
808,4489,23,3,13/02/2024
809,9,70,2,21/12/2023
810,4709,125,4,07/01/2023
811,715,58,4,17/04/2023
812,1928,195,1,17/10/2024
813,110,199,3,16/02/2023
814,4930,138,4,30/11/2024
815,266,68,1,25/05/2024
816,3224,172,1,31/07/2023
817,955,70,2,27/05/2023
818,1350,82,1,27/11/2024
819,1575,199,3,11/06/2023
820,2224,8,3,09/12/2024
821,3832,114,1,27/12/2024
822,3256,28,3,12/05/2023
823,1059,183,3,02/09/2023
824,1958,67,3,06/05/2024
825,4945,167,4,05/10/2023
826,3148,161,2,26/07/2023
827,2520,114,3,22/04/2024
828,3654,80,3,23/06/2024
829,2571,157,3,11/02/2023
830,2928,145,3,16/04/2024
831,3888,165,1,27/06/2023
832,888,134,4,24/07/2023
833,745,174,3,12/01/2023
834,3515,14,3,25/10/2024
835,2931,165,1,28/10/2024
836,2680,114,1,10/03/2024
837,176,107,3,01/01/2024
838,566,76,3,25/10/2023
839,3218,83,4,12/03/2024
840,4358,85,2,10/05/2024
841,4627,29,1,02/07/2023
842,1395,49,2,09/06/2024
843,1221,2,1,12/04/2023
844,948,198,4,19/10/2023
845,585,89,3,25/05/2024
846,2863,70,4,20/11/2024
847,1621,193,1,08/08/2024
848,3356,46,4,22/05/2023
849,2350,63,4,15/08/2024
850,3192,119,4,02/01/2023
851,3208,85,3,22/03/2023
852,2577,149,2,31/10/2023
853,532,27,2,02/10/2024
854,1232,191,2,18/11/2024
855,1994,23,1,03/09/2023
856,1698,100,1,05/06/2023
857,3371,39,3,18/01/2023
858,1546,58,3,10/11/2023
859,3166,45,3,30/01/2024
860,1438,142,4,12/06/2023
861,371,150,3,05/12/2023
862,4505,17,4,25/06/2023
863,617,157,4,13/03/2023
864,4167,38,1,06/07/2023
865,4015,90,4,09/09/2023
866,4180,31,3,21/06/2023
867,2257,98,2,03/11/2023
868,4355,58,3,02/09/2024
869,3311,91,2,07/09/2023
870,932,17,2,12/05/2024
871,2330,120,1,19/04/2023
872,394,23,3,19/10/2024
873,2466,148,4,30/08/2024
874,3278,96,3,08/11/2024
875,1930,4,1,22/11/2023
876,626,73,3,14/10/2024
877,4658,75,1,26/01/2024
878,2880,49,4,16/08/2023
879,3167,109,2,30/03/2024
880,3423,26,1,02/01/2023
881,2110,32,3,26/03/2024
882,1166,28,4,29/04/2024
883,2782,51,1,07/12/2023
884,1892,168,4,07/08/2023
